;Unnamed: 0.1;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
61;61;61.0;"Yuk kita jaga kesehatan jantung kita. Saksikan #TalkshowExclusive mengenai ""Jantung Sehat untuk Semua (Memperingati… https://t.co/Kh43nOqgRa";yuk kita jaga kesehatan jantung kita saksikan mengenai jantung sehat untuk semua memperingati cokhnoqgra;['yuk', 'kita', 'jaga', 'kesehatan', 'jantung', 'kita', 'saksikan', 'mengenai', 'jantung', 'sehat', 'untuk', 'semua', 'memperingati', 'cokhnoqgra'];['yuk', 'kita', 'jaga', 'kesehatan', 'jantung', 'kita', 'saksikan', 'mengenai', 'jantung', 'sehat', 'untuk', 'semua', 'memperingati', 'cokhnoqgra'];yuk kita jaga kesehatan jantung kita saksikan mengenai jantung sehat untuk semua memperingati cokhnoqgra;yuk kita jaga kesehatan jantung kita saksikan mengenai jantung sehat untuk semua memperingati cokhnoqgra;yuk jaga sehat jantung saksi kena jantung sehat semua ingat cokhnoqgra
62;62;62.0;Memiliki jantung yang sehat adalah impian semua manusia, karena jantung memegang peranan penting agar semua organ t… https://t.co/7klkNsE62i;memiliki jantung yang sehat adalah impian semua manusia karena jantung memegang peranan penting agar semua organ coklknsei;['memiliki', 'jantung', 'yang', 'sehat', 'adalah', 'impian', 'semua', 'manusia', 'karena', 'jantung', 'memegang', 'peranan', 'penting', 'agar', 'semua', 'organ', 'coklknsei'];['memiliki', 'jantung', 'yang', 'sehat', 'adalah', 'impian', 'semua', 'manusia', 'karena', 'jantung', 'memegang', 'peranan', 'penting', 'agar', 'semua', 'organ', 'coklknsei'];memiliki jantung yang sehat adalah impian semua manusia karena jantung memegang peranan penting agar semua organ coklknsei;memiliki jantung yang sehat adalah impian semua manusia karena jantung memegang peranan penting agar semua organ coklknsei;milik jantung sehat impi semua manusia jantung pegang peran penting semua organ coklknsei
63;63;63.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (26/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/5y0Tnqt1Tu";update situasi terkini perkembangan di indonesia   coytnqttu;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'coytnqttu'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'coytnqttu'];update situasi terkini perkembangan di indonesia coytnqttu;update situasi terkini perkembangan di indonesia coytnqttu;update situasi kini kembang indonesia coytnqttu
64;64;64.0;"#RilisSehat

260 Ribu Unit VTM Untuk Pelacakan Kasus COVID-19 Lebih Efisien @KemenkesRI 

https://t.co/bzeDEZg7dB https://t.co/DyzQrrxavD";  ribu unit vtm untuk pelacakan kasus covid   lebih efisien kemenkesri cobzedezgdb codyzqrr;['ribu', 'unit', 'vtm', 'untuk', 'pelacakan', 'kasus', 'covid', 'lebih', 'efisien', 'kemenkesri', 'cobzedezgdb', 'codyzqrr'];['ribu', 'unit', 'vtm', 'untuk', 'pelacakan', 'kasus', 'covid', 'lebih', 'efisien', 'kemenkesri', 'cobzedezgdb', 'codyzqrr'];ribu unit vtm untuk pelacakan kasus covid lebih efisien kemenkesri cobzedezgdb codyzqrr;ribu unit vtm untuk pelacakan kasus covid lebih efisien kemenkesri cobzedezgdb codyzqrr;ribu unit vtm lacak kasus covid lebih efisien kemenkesri cobzedezgdb codyzqrr
65;65;65.0;"Di tengah siang yang terik, sering minum air putih ya #Healthies. Jangan tunggu haus💧

Penuhi kebutuhan cairanmu dg… https://t.co/7Q8phXPFmI";di tengah siang yang terik sering minum air putih ya jangan tunggu haus penuhi kebutuhan cairanmu dg coqph;['di', 'tengah', 'siang', 'yang', 'terik', 'sering', 'minum', 'air', 'putih', 'ya', 'jangan', 'tunggu', 'haus', 'penuhi', 'kebutuhan', 'cairanmu', 'dg', 'coqph'];['di', 'tengah', 'siang', 'yang', 'terik', 'sering', 'minum', 'air', 'putih', 'ya', 'jangan', 'tunggu', 'haus', 'penuhi', 'kebutuhan', 'cairanmu', 'dg', 'coqph'];di tengah siang yang terik sering minum air putih ya jangan tunggu haus penuhi kebutuhan cairanmu dg coqph;di tengah siang yang terik sering minum air putih ya jangan tunggu haus penuhi kebutuhan cairanmu dg coqph;tengah siang terik sering minum air putih jangan tunggu haus penuh butuh cair dg coqph
66;66;66.0;"Lengkapnya, cek tabel berikut untuk tahu anjuran konsumsi Gula, Garam dan Lemak (GGL) per hari

#CegahPTM https://t.co/BWEjD2YYit";lengkapnya cek tabel berikut untuk tahu anjuran konsumsi gula garam dan lemak ggl per hari cobwejdyyit;['lengkapnya', 'cek', 'tabel', 'berikut', 'untuk', 'tahu', 'anjuran', 'konsumsi', 'gula', 'garam', 'dan', 'lemak', 'ggl', 'per', 'hari', 'cobwejdyyit'];['lengkapnya', 'cek', 'tabel', 'berikut', 'untuk', 'tahu', 'anjuran', 'konsumsi', 'gula', 'garam', 'dan', 'lemak', 'ggl', 'per', 'hari', 'cobwejdyyit'];lengkapnya cek tabel berikut untuk tahu anjuran konsumsi gula garam dan lemak ggl per hari cobwejdyyit;lengkapnya cek tabel berikut untuk tahu anjuran konsumsi gula garam dan lemak ggl per hari cobwejdyyit;lengkap cek tabel ikut tahu anjur konsumsi gula garam lemak ggl per hari cobwejdyyit
67;67;67.0;"Lemak sebuah kandungan yang ditakuti kaum hawa 🫣. Kenapa? 

Lemak bisa membuat berat badan naik yang bisa meningkat… https://t.co/JrGgYt2bjm";lemak sebuah kandungan yang ditakuti kaum hawa kenapa lemak bisa membuat berat badan naik yang bisa meningkat cojrggytbjm;['lemak', 'sebuah', 'kandungan', 'yang', 'ditakuti', 'kaum', 'hawa', 'kenapa', 'lemak', 'bisa', 'membuat', 'berat', 'badan', 'naik', 'yang', 'bisa', 'meningkat', 'cojrggytbjm'];['lemak', 'sebuah', 'kandungan', 'yang', 'ditakuti', 'kaum', 'hawa', 'kenapa', 'lemak', 'bisa', 'membuat', 'berat', 'badan', 'naik', 'yang', 'bisa', 'meningkat', 'cojrggytbjm'];lemak sebuah kandungan yang ditakuti kaum hawa kenapa lemak bisa membuat berat badan naik yang bisa meningkat cojrggytbjm;lemak sebuah kandungan yang ditakuti kaum hawa kenapa lemak bisa membuat berat badan naik yang bisa meningkat cojrggytbjm;lemak buah kandung takut kaum hawa lemak buat berat badan naik bisa tingkat cojrggytbjm
68;68;68.0;"Makanan tanpa garam, rasanya hambar banget 

Tapi, jika takaran garam dalam satu hari lebih dari 1 sendok teh, risi… https://t.co/NBlF9sx2Pn";makanan tanpa garam rasanya hambar banget tapi jika takaran garam dalam satu hari lebih dari   sendok teh risi conblfs;['makanan', 'tanpa', 'garam', 'rasanya', 'hambar', 'banget', 'tapi', 'jika', 'takaran', 'garam', 'dalam', 'satu', 'hari', 'lebih', 'dari', 'sendok', 'teh', 'risi', 'conblfs'];['makanan', 'tanpa', 'garam', 'rasanya', 'hambar', 'banget', 'tapi', 'jika', 'takaran', 'garam', 'dalam', 'satu', 'hari', 'lebih', 'dari', 'sendok', 'teh', 'risi', 'conblfs'];makanan tanpa garam rasanya hambar banget tapi jika takaran garam dalam satu hari lebih dari sendok teh risi conblfs;makanan tanpa garam rasanya hambar banget tapi jika takaran garam dalam satu hari lebih dari sendok teh risi conblfs;makan garam rasa hambar banget jika takar garam satu hari lebih sendok teh risi conblfs
69;69;69.0;Kalau makan terlalu banyak gula bisa bikin kegemukan, obesitas, diabetes melitus dan penyakit tidak menular lainnya… https://t.co/Rpr4j6LNFE;kalau makan terlalu banyak gula bisa bikin kegemukan obesitas diabetes melitus dan penyakit tidak menular lainnya corprjlnfe;['kalau', 'makan', 'terlalu', 'banyak', 'gula', 'bisa', 'bikin', 'kegemukan', 'obesitas', 'diabetes', 'melitus', 'dan', 'penyakit', 'tidak', 'menular', 'lainnya', 'corprjlnfe'];['kalau', 'makan', 'terlalu', 'banyak', 'gula', 'bisa', 'bikin', 'kegemukan', 'obesitas', 'diabetes', 'melitus', 'dan', 'penyakit', 'tidak', 'menular', 'lainnya', 'corprjlnfe'];kalau makan terlalu banyak gula bisa bikin kegemukan obesitas diabetes melitus dan penyakit tidak menular lainnya corprjlnfe;kalau makan terlalu banyak gula bisa bikin kegemukan obesitas diabetes melitus dan penyakit tidak menular lainnya corprjlnfe;kalau makan terlalu banyak gula bikin gemuk obesitas diabetes melitus sakit tular lain corprjlnfe
70;70;70.0;"Siang #Healthies! 

Makan siang adalah saat yg paling ditunggu-tunggu. Setuju? 😁 

Eits, tapi #Healthies harus bija… https://t.co/YsFATNizrM";siang makan siang adalah saat yg paling ditunggu tunggu setuju eits tapi harus bija coysfatnizrm;['siang', 'makan', 'siang', 'adalah', 'saat', 'yg', 'paling', 'ditunggu', 'tunggu', 'setuju', 'eits', 'tapi', 'harus', 'bija', 'coysfatnizrm'];['siang', 'makan', 'siang', 'adalah', 'saat', 'yg', 'paling', 'ditunggu', 'tunggu', 'setuju', 'eits', 'tapi', 'harus', 'bija', 'coysfatnizrm'];siang makan siang adalah saat yg paling ditunggu tunggu setuju eits tapi harus bija coysfatnizrm;siang makan siang adalah saat yg paling ditunggu tunggu setuju eits tapi harus bija coysfatnizrm;siang makan siang saat paling tunggu tunggu tuju eits harus bija coysfatnizrm
71;71;71.0;"Setiap yg berlebihan tidak baik termasuk konsumsi gula. Krn berisiko tinggi terkena diabetes

Namun, tak bisa dipun… https://t.co/ONFFH6w0cG";setiap yg berlebihan tidak baik termasuk konsumsi gula krn berisiko tinggi terkena diabetes namun tak bisa dipun coonffhwcg;['setiap', 'yg', 'berlebihan', 'tidak', 'baik', 'termasuk', 'konsumsi', 'gula', 'krn', 'berisiko', 'tinggi', 'terkena', 'diabetes', 'namun', 'tak', 'bisa', 'dipun', 'coonffhwcg'];['setiap', 'yg', 'berlebihan', 'tidak', 'baik', 'termasuk', 'konsumsi', 'gula', 'krn', 'berisiko', 'tinggi', 'terkena', 'diabetes', 'namun', 'tak', 'bisa', 'dipun', 'coonffhwcg'];setiap yg berlebihan tidak baik termasuk konsumsi gula krn berisiko tinggi terkena diabetes namun tak bisa dipun coonffhwcg;setiap yg berlebihan tidak baik termasuk konsumsi gula krn berisiko tinggi terkena diabetes namun tak bisa dipun coonffhwcg;yg lebih baik masuk konsumsi gula krn risiko tinggi kena diabetes tak pun coonffhwcg
72;72;72.0;"Selalu waspada ya #Healthies! 

Bila ada tanda dan gejala yang mengarah ke DBD segera konsultasikan ke pelayanan ke… https://t.co/UGE1RAVlBP";selalu waspada ya bila ada tanda dan gejala yang mengarah ke dbd segera konsultasikan ke pelayanan ke cougeravlbp;['selalu', 'waspada', 'ya', 'bila', 'ada', 'tanda', 'dan', 'gejala', 'yang', 'mengarah', 'ke', 'dbd', 'segera', 'konsultasikan', 'ke', 'pelayanan', 'ke', 'cougeravlbp'];['selalu', 'waspada', 'ya', 'bila', 'ada', 'tanda', 'dan', 'gejala', 'yang', 'mengarah', 'ke', 'dbd', 'segera', 'konsultasikan', 'ke', 'pelayanan', 'ke', 'cougeravlbp'];selalu waspada ya bila ada tanda dan gejala yang mengarah ke dbd segera konsultasikan ke pelayanan ke cougeravlbp;selalu waspada ya bila ada tanda dan gejala yang mengarah ke dbd segera konsultasikan ke pelayanan ke cougeravlbp;selalu waspada bila tanda gejala arah dbd segera konsultasi layan cougeravlbp
73;73;73.0;"Cara terbaik untuk mengatasi DBD adalah mencegah tergigit nyamuk penyebab demam berdarah. 

Jaga kebersihan lingkun… https://t.co/8Wfw3WsvNT";cara terbaik untuk mengatasi dbd adalah mencegah tergigit nyamuk penyebab demam berdarah jaga kebersihan lingkun cowfwwsvnt;['cara', 'terbaik', 'untuk', 'mengatasi', 'dbd', 'adalah', 'mencegah', 'tergigit', 'nyamuk', 'penyebab', 'demam', 'berdarah', 'jaga', 'kebersihan', 'lingkun', 'cowfwwsvnt'];['cara', 'terbaik', 'untuk', 'mengatasi', 'dbd', 'adalah', 'mencegah', 'tergigit', 'nyamuk', 'penyebab', 'demam', 'berdarah', 'jaga', 'kebersihan', 'lingkun', 'cowfwwsvnt'];cara terbaik untuk mengatasi dbd adalah mencegah tergigit nyamuk penyebab demam berdarah jaga kebersihan lingkun cowfwwsvnt;cara terbaik untuk mengatasi dbd adalah mencegah tergigit nyamuk penyebab demam berdarah jaga kebersihan lingkun cowfwwsvnt;cara baik atas dbd cegah gigit nyamuk sebab demam darah jaga bersih lingkun cowfwwsvnt
74;74;74.0;"#Healthies, Siklus penyakit demam berdarah dikenal dengan ""siklus pelana kuda"" yang terbagi dalam 3 fase.

Seperti… https://t.co/2TFtL0XwR9";siklus penyakit demam berdarah dikenal dengan siklus pelana kuda yang terbagi dalam   fase seperti cotftl;['siklus', 'penyakit', 'demam', 'berdarah', 'dikenal', 'dengan', 'siklus', 'pelana', 'kuda', 'yang', 'terbagi', 'dalam', 'fase', 'seperti', 'cotftl'];['siklus', 'penyakit', 'demam', 'berdarah', 'dikenal', 'dengan', 'siklus', 'pelana', 'kuda', 'yang', 'terbagi', 'dalam', 'fase', 'seperti', 'cotftl'];siklus penyakit demam berdarah dikenal dengan siklus pelana kuda yang terbagi dalam fase seperti cotftl;siklus penyakit demam berdarah dikenal dengan siklus pelana kuda yang terbagi dalam fase seperti cotftl;siklus sakit demam darah kenal siklus pelana kuda bagi fase cotftl
75;75;75.0;Harapannya, pengembangan vaksin TBC dapat berjalan sesuai target yang telah ditentukan dan bisa segera digunakan ba… https://t.co/F5whqhGtJ6;harapannya pengembangan vaksin tbc dapat berjalan sesuai target yang telah ditentukan dan bisa segera digunakan ba cofwhqhgtj;['harapannya', 'pengembangan', 'vaksin', 'tbc', 'dapat', 'berjalan', 'sesuai', 'target', 'yang', 'telah', 'ditentukan', 'dan', 'bisa', 'segera', 'digunakan', 'ba', 'cofwhqhgtj'];['harapannya', 'pengembangan', 'vaksin', 'tbc', 'dapat', 'berjalan', 'sesuai', 'target', 'yang', 'telah', 'ditentukan', 'dan', 'bisa', 'segera', 'digunakan', 'ba', 'cofwhqhgtj'];harapannya pengembangan vaksin tbc dapat berjalan sesuai target yang telah ditentukan dan bisa segera digunakan ba cofwhqhgtj;harapannya pengembangan vaksin tbc dapat berjalan sesuai target yang telah ditentukan dan bisa segera digunakan ba cofwhqhgtj;harap kembang vaksin tbc jalan sesuai target telah tentu bisa segera guna ba cofwhqhgtj
76;76;76.0;Tak hanya memperkuat komitmen eliminasi TBC global, dukungan ini juga penting untuk mewujudkan implementasi pilar p… https://t.co/qQMkN5siQm;tak hanya memperkuat komitmen eliminasi tbc global dukungan ini juga penting untuk mewujudkan implementasi pilar coqqmknsiqm;['tak', 'hanya', 'memperkuat', 'komitmen', 'eliminasi', 'tbc', 'global', 'dukungan', 'ini', 'juga', 'penting', 'untuk', 'mewujudkan', 'implementasi', 'pilar', 'coqqmknsiqm'];['tak', 'hanya', 'memperkuat', 'komitmen', 'eliminasi', 'tbc', 'global', 'dukungan', 'ini', 'juga', 'penting', 'untuk', 'mewujudkan', 'implementasi', 'pilar', 'coqqmknsiqm'];tak hanya memperkuat komitmen eliminasi tbc global dukungan ini juga penting untuk mewujudkan implementasi pilar coqqmknsiqm;tak hanya memperkuat komitmen eliminasi tbc global dukungan ini juga penting untuk mewujudkan implementasi pilar coqqmknsiqm;tak kuat komitmen eliminasi tbc global dukung juga penting wujud implementasi pilar coqqmknsiqm
77;77;77.0;"Saat ini, vaksin TBC terbaru telah dikembangkan oleh peneliti vaksin TBC dari Eropa, Afrika dan Asia Tenggara. 

Me… https://t.co/RdHckAUAZC";saat ini vaksin tbc terbaru telah dikembangkan oleh peneliti vaksin tbc dari eropa afrika dan asia tenggara me cordhckauazc;['saat', 'ini', 'vaksin', 'tbc', 'terbaru', 'telah', 'dikembangkan', 'oleh', 'peneliti', 'vaksin', 'tbc', 'dari', 'eropa', 'afrika', 'dan', 'asia', 'tenggara', 'me', 'cordhckauazc'];['saat', 'ini', 'vaksin', 'tbc', 'terbaru', 'telah', 'dikembangkan', 'oleh', 'peneliti', 'vaksin', 'tbc', 'dari', 'eropa', 'afrika', 'dan', 'asia', 'tenggara', 'me', 'cordhckauazc'];saat ini vaksin tbc terbaru telah dikembangkan oleh peneliti vaksin tbc dari eropa afrika dan asia tenggara me cordhckauazc;saat ini vaksin tbc terbaru telah dikembangkan oleh peneliti vaksin tbc dari eropa afrika dan asia tenggara me cordhckauazc;ini vaksin tbc baru kembang teliti vaksin tbc eropa afrika asia tenggara me cordhckauazc
78;78;78.0;"#Healthies, Indonesia memiliki peran besar dalam mencapai target eliminasi TBC tahun 2030

Salah satu dukungannya a… https://t.co/MppmLVkxgD";indonesia memiliki peran besar dalam mencapai target eliminasi tbc tahun   salah satu dukungannya comppmlvk;['indonesia', 'memiliki', 'peran', 'besar', 'dalam', 'mencapai', 'target', 'eliminasi', 'tbc', 'tahun', 'salah', 'satu', 'dukungannya', 'comppmlvk'];['indonesia', 'memiliki', 'peran', 'besar', 'dalam', 'mencapai', 'target', 'eliminasi', 'tbc', 'tahun', 'salah', 'satu', 'dukungannya', 'comppmlvk'];indonesia memiliki peran besar dalam mencapai target eliminasi tbc tahun salah satu dukungannya comppmlvk;indonesia memiliki peran besar dalam mencapai target eliminasi tbc tahun salah satu dukungannya comppmlvk;indonesia milik peran besar capai target eliminasi tbc tahun salah satu dukung comppmlvk
79;79;79.0;Dalam pertemuan ini, Menkes @BudiGSadikin juga mengundang @BillGates melakukan kunjungan ke Indonesia untuk melihat… https://t.co/qwuWd4eaar;dalam pertemuan ini menkes budigsadikin juga mengundang billgates melakukan kunjungan ke indonesia untuk melihat coqwuwdeaar;['dalam', 'pertemuan', 'ini', 'menkes', 'budigsadikin', 'juga', 'mengundang', 'billgates', 'melakukan', 'kunjungan', 'ke', 'indonesia', 'untuk', 'melihat', 'coqwuwdeaar'];['dalam', 'pertemuan', 'ini', 'menkes', 'budigsadikin', 'juga', 'mengundang', 'billgates', 'melakukan', 'kunjungan', 'ke', 'indonesia', 'untuk', 'melihat', 'coqwuwdeaar'];dalam pertemuan ini menkes budigsadikin juga mengundang billgates melakukan kunjungan ke indonesia untuk melihat coqwuwdeaar;dalam pertemuan ini menkes budigsadikin juga mengundang billgates melakukan kunjungan ke indonesia untuk melihat coqwuwdeaar;temu menkes budigsadikin undang billgates laku kunjung indonesia lihat coqwuwdeaar
80;80;80.0;Dalam transformasi layanan primer terutama transformasi teknologi informasi, aksi nyata yang saat ini dilakukan ada… https://t.co/xdPmhtzKQt;dalam transformasi layanan primer terutama transformasi teknologi informasi aksi nyata yang saat ini dilakukan ada co;['dalam', 'transformasi', 'layanan', 'primer', 'terutama', 'transformasi', 'teknologi', 'informasi', 'aksi', 'nyata', 'yang', 'saat', 'ini', 'dilakukan', 'ada', 'co'];['dalam', 'transformasi', 'layanan', 'primer', 'terutama', 'transformasi', 'teknologi', 'informasi', 'aksi', 'nyata', 'yang', 'saat', 'ini', 'dilakukan', 'ada', 'co'];dalam transformasi layanan primer terutama transformasi teknologi informasi aksi nyata yang saat ini dilakukan ada co;dalam transformasi layanan primer terutama transformasi teknologi informasi aksi nyata yang saat ini dilakukan ada co;transformasi layan primer utama transformasi teknologi informasi aksi nyata saat laku co
81;81;81.0;"#Healties, Bill Gates mendukung transformasi kesehatan yang saat ini sedang berlangsung di Indonesia.

Dukungan yan… https://t.co/fMfR1ao6mP";bill gates mendukung transformasi kesehatan yang saat ini sedang berlangsung di indonesia dukungan yan cofmfraomp;['bill', 'gates', 'mendukung', 'transformasi', 'kesehatan', 'yang', 'saat', 'ini', 'sedang', 'berlangsung', 'di', 'indonesia', 'dukungan', 'yan', 'cofmfraomp'];['bill', 'gates', 'mendukung', 'transformasi', 'kesehatan', 'yang', 'saat', 'ini', 'sedang', 'berlangsung', 'di', 'indonesia', 'dukungan', 'yan', 'cofmfraomp'];bill gates mendukung transformasi kesehatan yang saat ini sedang berlangsung di indonesia dukungan yan cofmfraomp;bill gates mendukung transformasi kesehatan yang saat ini sedang berlangsung di indonesia dukungan yan cofmfraomp;bill gates dukung transformasi sehat saat sedang langsung indonesia dukung yan cofmfraomp
82;82;82.0;"Apabila terasa demam, sebaiknya segera memeriksakan diri ke Puskesmas atau Rumah Sakit ya!

Ayo Waspada DBD! 🦟";apabila terasa demam sebaiknya segera memeriksakan diri ke puskesmas atau rumah sakit ya ayo waspada dbd;['apabila', 'terasa', 'demam', 'sebaiknya', 'segera', 'memeriksakan', 'diri', 'ke', 'puskesmas', 'atau', 'rumah', 'sakit', 'ya', 'ayo', 'waspada', 'dbd'];['apabila', 'terasa', 'demam', 'sebaiknya', 'segera', 'memeriksakan', 'diri', 'ke', 'puskesmas', 'atau', 'rumah', 'sakit', 'ya', 'ayo', 'waspada', 'dbd'];apabila terasa demam sebaiknya segera memeriksakan diri ke puskesmas atau rumah sakit ya ayo waspada dbd;apabila terasa demam sebaiknya segera memeriksakan diri ke puskesmas atau rumah sakit ya ayo waspada dbd;apabila asa demam baik segera periksa diri puskesmas rumah sakit ayo waspada dbd
83;83;83.0;"#Healthies, juga perlu waspada dengan gejala awal DBD seperti :

- Demam tinggi mendadak berlangsung sepanjang hari… https://t.co/lcbiKBLmST";juga perlu waspada dengan gejala awal dbd seperti demam tinggi mendadak berlangsung sepanjang hari colcbikblmst;['juga', 'perlu', 'waspada', 'dengan', 'gejala', 'awal', 'dbd', 'seperti', 'demam', 'tinggi', 'mendadak', 'berlangsung', 'sepanjang', 'hari', 'colcbikblmst'];['juga', 'perlu', 'waspada', 'dengan', 'gejala', 'awal', 'dbd', 'seperti', 'demam', 'tinggi', 'mendadak', 'berlangsung', 'sepanjang', 'hari', 'colcbikblmst'];juga perlu waspada dengan gejala awal dbd seperti demam tinggi mendadak berlangsung sepanjang hari colcbikblmst;juga perlu waspada dengan gejala awal dbd seperti demam tinggi mendadak berlangsung sepanjang hari colcbikblmst;perlu waspada gejala awal dbd demam tinggi dadak langsung panjang hari colcbikblmst
84;84;84.0;"Plus nya dengan :

- Memelihara ikan pemakan jentik
- Menaburkan larvasida untuk tempat yang tidak mungkin dilakuka… https://t.co/o0iWIm15Jb";plus nya dengan memelihara ikan pemakan jentik menaburkan larvasida untuk tempat yang tidak mungkin dilakuka cooiwimjb;['plus', 'nya', 'dengan', 'memelihara', 'ikan', 'pemakan', 'jentik', 'menaburkan', 'larvasida', 'untuk', 'tempat', 'yang', 'tidak', 'mungkin', 'dilakuka', 'cooiwimjb'];['plus', 'nya', 'dengan', 'memelihara', 'ikan', 'pemakan', 'jentik', 'menaburkan', 'larvasida', 'untuk', 'tempat', 'yang', 'tidak', 'mungkin', 'dilakuka', 'cooiwimjb'];plus nya dengan memelihara ikan pemakan jentik menaburkan larvasida untuk tempat yang tidak mungkin dilakuka cooiwimjb;plus nya dengan memelihara ikan pemakan jentik menaburkan larvasida untuk tempat yang tidak mungkin dilakuka cooiwimjb;plus dengan pelihara ikan makan jentik tabur larvasida tempat tidak mungkin dilakuka cooiwimjb
85;85;85.0;"Kita bisa mencegah DBD dengan gerakan Pemberantasan Sarang Nyamuk (PSN) 3M Plus. 

Masih ingat gerakan 3M Plus? 🤔… https://t.co/dnIO73caID";kita bisa mencegah dbd dengan gerakan pemberantasan sarang nyamuk psn  m plus masih ingat gerakan  m plus codniocaid;['kita', 'bisa', 'mencegah', 'dbd', 'dengan', 'gerakan', 'pemberantasan', 'sarang', 'nyamuk', 'psn', 'm', 'plus', 'masih', 'ingat', 'gerakan', 'm', 'plus', 'codniocaid'];['kita', 'bisa', 'mencegah', 'dbd', 'dengan', 'gerakan', 'pemberantasan', 'sarang', 'nyamuk', 'psn', 'm', 'plus', 'masih', 'ingat', 'gerakan', 'm', 'plus', 'codniocaid'];kita bisa mencegah dbd dengan gerakan pemberantasan sarang nyamuk psn m plus masih ingat gerakan m plus codniocaid;kita bisa mencegah dbd dengan gerakan pemberantasan sarang nyamuk psn m plus masih ingat gerakan m plus codniocaid;bisa cegah dbd gera berantas sarang nyamuk psn m plus ingat gera m plus codniocaid
86;86;86.0;"Upaya penanganan harus terus kita lakukan sejak dini. 

Kuncinya dengan jaga kesehatan diri dan kebersihan lingkung… https://t.co/E26vc8O3cz";upaya penanganan harus terus kita lakukan sejak dini kuncinya dengan jaga kesehatan diri dan kebersihan lingkung coevcocz;['upaya', 'penanganan', 'harus', 'terus', 'kita', 'lakukan', 'sejak', 'dini', 'kuncinya', 'dengan', 'jaga', 'kesehatan', 'diri', 'dan', 'kebersihan', 'lingkung', 'coevcocz'];['upaya', 'penanganan', 'harus', 'terus', 'kita', 'lakukan', 'sejak', 'dini', 'kuncinya', 'dengan', 'jaga', 'kesehatan', 'diri', 'dan', 'kebersihan', 'lingkung', 'coevcocz'];upaya penanganan harus terus kita lakukan sejak dini kuncinya dengan jaga kesehatan diri dan kebersihan lingkung coevcocz;upaya penanganan harus terus kita lakukan sejak dini kuncinya dengan jaga kesehatan diri dan kebersihan lingkung coevcocz;upaya tangan terus laku sejak dini kunci jaga sehat diri bersih lingkung coevcocz
87;87;87.0;Saat ini, kasus DBD dilaporkan terus bertambah. Secara nasional, jumlah kasus DBD sejak Januari 2022 sebanyak 87.50… https://t.co/ytImvq1QWu;saat ini kasus dbd dilaporkan terus bertambah secara nasional jumlah kasus dbd sejak januari   sebanyak     coytimvqqwu;['saat', 'ini', 'kasus', 'dbd', 'dilaporkan', 'terus', 'bertambah', 'secara', 'nasional', 'jumlah', 'kasus', 'dbd', 'sejak', 'januari', 'sebanyak', 'coytimvqqwu'];['saat', 'ini', 'kasus', 'dbd', 'dilaporkan', 'terus', 'bertambah', 'secara', 'nasional', 'jumlah', 'kasus', 'dbd', 'sejak', 'januari', 'sebanyak', 'coytimvqqwu'];saat ini kasus dbd dilaporkan terus bertambah secara nasional jumlah kasus dbd sejak januari sebanyak coytimvqqwu;saat ini kasus dbd dilaporkan terus bertambah secara nasional jumlah kasus dbd sejak januari sebanyak coytimvqqwu;ini kasus dbd lapor terus tambah nasional jumlah kasus dbd sejak januari banyak coytimvqqwu
88;88;88.0;"Kadang hujan turun membawa sejuta kenangan, tapi tak jarang hujan kerap menimbulkan penyakit 😱

Tetap waspada saat… https://t.co/ZXMf0YtBAa";kadang hujan turun membawa sejuta kenangan tapi tak jarang hujan kerap menimbulkan penyakit tetap waspada saat co;['kadang', 'hujan', 'turun', 'membawa', 'sejuta', 'kenangan', 'tapi', 'tak', 'jarang', 'hujan', 'kerap', 'menimbulkan', 'penyakit', 'tetap', 'waspada', 'saat', 'co'];['kadang', 'hujan', 'turun', 'membawa', 'sejuta', 'kenangan', 'tapi', 'tak', 'jarang', 'hujan', 'kerap', 'menimbulkan', 'penyakit', 'tetap', 'waspada', 'saat', 'co'];kadang hujan turun membawa sejuta kenangan tapi tak jarang hujan kerap menimbulkan penyakit tetap waspada saat co;kadang hujan turun membawa sejuta kenangan tapi tak jarang hujan kerap menimbulkan penyakit tetap waspada saat co;kadang hujan turun bawa juta kenang tak jarang hujan kerap timbul sakit tetap waspada co
89;89;89.0;"#RilisSehat

Indonesia Usulkan Ikut Uji Klinis Vaksin TBC @KemenkesRI 

https://t.co/NnQg3rWrlf https://t.co/bktShAZwFV";indonesia usulkan ikut uji klinis vaksin tbc kemenkesri connqgrwrlf cobktshazwfv;['indonesia', 'usulkan', 'ikut', 'uji', 'klinis', 'vaksin', 'tbc', 'kemenkesri', 'connqgrwrlf', 'cobktshazwfv'];['indonesia', 'usulkan', 'ikut', 'uji', 'klinis', 'vaksin', 'tbc', 'kemenkesri', 'connqgrwrlf', 'cobktshazwfv'];indonesia usulkan ikut uji klinis vaksin tbc kemenkesri connqgrwrlf cobktshazwfv;indonesia usulkan ikut uji klinis vaksin tbc kemenkesri connqgrwrlf cobktshazwfv;indonesia usul ikut uji klinis vaksin tbc kemenkesri connqgrwrlf cobktshazwfv
